SAMPID	Gene	h1	h2	SMTSD	is_eGene
GTEX-RWS6-0008	ENSG00000186132.14	76	95	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000186162.10	42	33	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000186184.16	374	639	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000186395.7	270	165	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000186625.13	51	20	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000187231.13	30	39	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000187288.10	108	64	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000187742.14	28	27	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000188529.14	39	38	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000189060.5	34	28	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000189067.12	637	401	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000189306.10	58	24	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000196704.11	39	21	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000196743.8	65	44	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000196839.12	101	119	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000196937.10	25	38	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000197019.4	70	50	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000197746.13	2176	2609	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000197780.9	76	104	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000197879.14	35	51	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000198121.13	57	88	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000198146.4	40	50	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000198624.12	19	55	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000198677.10	47	52	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000198721.12	139	75	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000198796.6	35	25	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000198892.6	51	53	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000198937.8	73	97	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000198961.9	37	36	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000204070.9	18	42	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000204209.11	73	48	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000204256.12	47	40	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000204264.8	182	299	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000204310.12	53	55	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000204316.12	28	36	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000204389.9	28	35	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000204525.16	567	1098	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000204673.10	30	28	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000205323.8	165	169	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000205581.10	139	168	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000205730.6	89	67	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000211450.9	570	493	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000212802.4	2	157	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000213614.9	23	47	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000213694.3	22	39	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000214078.12	145	114	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000214113.10	51	41	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000214941.7	64	19	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000215712.10	218	179	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000218052.5	35	37	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000218510.6	62	89	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000223501.8	56	53	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000224259.6	71	49	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000230513.1	20	32	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000231106.2	13	151	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000231925.11	52	50	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000232859.9	33	69	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000241399.6	42	44	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000242247.10	92	96	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000250317.8	138	243	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000251022.6	30	86	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000251144.1	60	41	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000251580.1	53	44	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000253719.3	40	51	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000254901.7	34	23	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000255112.2	93	68	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000256060.2	85	69	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000257390.5	95	108	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000257815.5	37	24	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000258644.5	30	26	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000259673.5	38	46	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000260552.1	37	94	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000260916.7	36	17	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000262003.1	41	35	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000262481.5	88	109	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000263753.6	35	26	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000264364.2	15	42	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000267321.2	28	25	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000267534.2	33	41	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000269386.5	27	33	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000270170.1	111	84	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000272695.1	75	41	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000274523.4	25	28	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000278615.4	189	199	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000280832.1	35	23	Cells - Cultured fibroblasts	TRUE
GTEX-RWS6-0008	ENSG00000282827.2	32	54	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000283239.1	56	13	Cells - Cultured fibroblasts	FALSE
GTEX-RWS6-0008	ENSG00000284461.1	34	32	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000003056.7	67	68	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000003056.7	210	252	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000004142.11	48	47	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000004700.15	31	27	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000004700.15	101	54	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000004897.11	46	32	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000005075.15	30	50	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000005100.12	29	49	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000006007.11	153	110	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000006282.20	25	37	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000006607.13	38	22	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000006652.13	53	40	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000006695.10	31	34	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000007384.15	43	23	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000008283.15	83	37	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000008405.11	88	65	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000008405.11	188	139	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000008513.14	46	29	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000008988.9	2687	2271	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000009307.15	189	174	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000009307.15	91	101	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000010270.13	26	48	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000010278.12	33	18	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000010278.12	67	77	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000010704.18	42	29	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000013297.10	1279	2028	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000014824.13	26	32	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000014824.13	42	58	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000015153.14	59	44	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000015532.9	40	61	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000015532.9	80	153	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000018510.13	24	30	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000018510.13	89	84	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000021355.12	37	20	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000021355.12	73	51	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000021826.14	69	26	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000023318.7	29	35	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000024422.11	151	146	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000025772.7	42	59	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000025772.7	117	87	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000025796.13	57	57	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000025800.13	63	49	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000025800.13	227	188	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000028310.17	25	37	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000030110.12	108	89	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000031081.10	53	43	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000032389.12	53	46	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000033050.7	43	57	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000033050.7	31	31	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000033178.12	66	66	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000033178.12	28	25	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000035687.9	42	44	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000035687.9	127	127	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000038002.8	53	33	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000038219.12	31	39	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000038427.15	77	86	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000038427.15	264	230	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000039123.15	41	25	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000039560.13	33	39	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000039560.13	87	54	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000040199.18	39	43	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000041802.10	86	65	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000042445.13	29	41	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000042753.11	271	288	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000042753.11	716	787	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000043514.15	35	48	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000047410.13	110	92	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000047579.19	27	32	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000047932.13	58	73	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000048828.16	86	109	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000048828.16	212	207	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000049130.14	30	28	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000049130.14	122	145	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000050165.17	140	226	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000054282.15	43	17	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000054282.15	70	46	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000054523.17	61	59	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000054983.16	24	36	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000057608.16	428	382	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000058668.14	45	99	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000058729.10	38	25	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000059573.8	47	56	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000059728.10	39	31	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000061273.17	39	19	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000061676.14	44	49	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000061676.14	101	132	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000062582.13	48	47	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000062582.13	122	117	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000063854.12	33	30	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000064393.15	40	32	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000064651.13	79	41	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000064726.9	32	39	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000064726.9	128	153	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000065135.10	70	57	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000065243.19	36	47	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000065268.10	41	30	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000065308.4	22	33	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000065308.4	93	107	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000066654.13	60	72	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000066697.14	417	341	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000067208.14	36	29	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000067560.10	1517	1064	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000067596.10	27	36	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000067596.10	104	101	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000069702.10	139	116	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000069849.10	79	92	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000069849.10	277	309	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000069869.15	63	68	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000070081.15	134	115	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000070081.15	502	462	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000070770.8	34	36	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000071655.17	24	34	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000071994.10	29	26	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000072042.12	102	86	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000072042.12	334	275	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000072062.13	43	29	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000072062.13	62	60	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000072274.12	33	35	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000072849.10	115	56	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000073756.11	45	26	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000074181.8	38	53	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000074181.8	66	122	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000074356.16	24	52	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000074695.5	47	40	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000074842.7	333	308	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000075426.11	45	26	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000075568.16	26	62	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000076108.11	32	27	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000076351.12	21	35	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000076685.18	47	55	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000077312.8	44	29	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000077549.17	288	175	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000077782.19	129	101	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000078269.14	16	56	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000079102.16	32	19	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000079308.16	57	61	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000079387.13	35	37	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000079785.14	48	38	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000079819.18	68	70	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000079999.13	25	34	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000080845.17	31	34	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000081041.8	121	115	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000081041.8	72	75	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000082898.16	90	71	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000082898.16	172	165	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000083312.17	396	299	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000083857.13	36	24	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000084090.13	66	58	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000084090.13	231	199	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000084754.10	133	103	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000084754.10	300	244	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000085449.14	61	63	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000085719.12	27	28	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000085721.12	44	34	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000085733.15	90	83	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000085832.16	55	56	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000085978.21	38	25	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000085982.13	31	48	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000086289.11	50	20	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000086504.15	36	39	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000086504.15	103	124	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000087053.18	46	29	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000087074.7	112	55	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000087074.7	295	262	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000087263.16	363	298	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000088833.17	34	28	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000089154.10	24	31	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000089154.10	79	84	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000089159.16	53	79	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000090263.15	73	35	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000090263.15	90	164	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000090615.14	31	63	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000090686.15	31	24	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000090863.11	71	62	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000091136.13	302	215	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000091436.16	301	332	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000091490.10	68	59	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000091656.15	36	43	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000092094.10	40	61	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000092621.11	46	26	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000092964.17	420	319	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000093183.13	28	26	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000095380.10	24	40	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000095380.10	92	99	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000096717.11	36	49	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000097033.14	33	26	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000099194.5	35	30	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000099250.17	77	28	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000099256.18	53	51	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000099290.15	42	32	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000099800.7	66	86	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000099860.8	112	80	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000099860.8	257	229	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000099940.11	48	53	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000099995.18	41	36	Cells - Cultured fibroblasts	FALSE
GTEX-S4Z8-0008	ENSG00000100106.19	44	39	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000100138.13	66	45	Cells - Cultured fibroblasts	TRUE
GTEX-S4Z8-0008	ENSG00000100138.13	181	138	Cells - Cultured fibroblasts	TRUE
