SAMPID	Gene	h1	h2	SMTSD	is_eGene
GTEX-OIZI-0008	ENSG00000174720.15	36	31	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000174807.3	117	123	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000174851.15	108	97	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000175054.14	68	66	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000175606.10	43	41	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000175906.4	39	23	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000176903.4	27	54	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000176971.3	60	52	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000176978.13	66	59	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000177469.12	55	51	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000177700.5	3090	2211	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000177733.6	35	35	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000178381.11	34	28	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000178913.7	70	79	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000179010.14	228	203	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000179091.4	92	83	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000180185.11	116	109	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000180953.11	51	46	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000180992.6	201	168	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000181061.13	305	274	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000181222.15	34	19	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000181396.12	29	33	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000181458.10	87	74	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000181649.5	50	63	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000182117.5	820	937	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000183011.13	70	62	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000183255.11	80	67	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000183617.4	106	160	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000184508.10	35	33	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000185201.16	620	530	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000185420.18	32	47	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000186184.16	164	193	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000186298.11	42	44	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000186350.9	59	38	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000186395.7	213	87	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000186468.12	105	53	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000187189.10	73	48	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000187498.14	36	42	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000187837.3	27	38	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000188243.12	1724	1262	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000188921.13	33	30	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000189077.10	49	46	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000196262.13	840	1194	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000196704.11	35	22	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000196839.12	83	83	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000197019.4	70	68	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000197858.10	59	62	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000197894.10	72	57	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000198171.12	17	44	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000198363.17	71	63	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000198431.15	43	47	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000198498.9	36	42	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000204525.16	361	38	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000204592.8	294	310	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000204619.7	48	44	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000205581.10	67	78	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000205937.11	23	30	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000206503.12	168	16	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000213246.6	30	39	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000213853.9	26	29	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000231925.11	28	23	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000233276.3	632	941	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000235453.8	30	35	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000237651.6	15	45	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000244026.6	45	29	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000245910.8	483	636	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000250722.5	371	271	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000251022.6	16	66	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000251562.7	81	74	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000253982.1	92	105	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000256043.2	35	22	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000256053.7	63	44	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000260552.1	22	39	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000260916.7	31	32	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000262003.1	26	41	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000262664.2	67	46	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000263753.6	32	19	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000265972.5	80	104	Cells - Cultured fibroblasts	FALSE
GTEX-OIZI-0008	ENSG00000266472.5	97	72	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000267534.2	30	27	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000267855.5	205	205	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000269386.5	31	24	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000269893.6	354	435	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000272695.1	36	28	Cells - Cultured fibroblasts	TRUE
GTEX-OIZI-0008	ENSG00000278615.4	187	177	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000003056.7	56	39	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000005075.15	501	610	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000007392.16	31	39	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000008988.9	3132	3453	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000010270.13	23	38	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000011260.13	41	53	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000023191.16	359	358	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000025293.16	36	40	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000032389.12	30	32	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000035141.7	40	36	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000042493.15	197	159	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000042753.11	840	902	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000048162.20	373	643	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000048544.5	25	44	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000050130.17	36	30	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000051108.14	69	56	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000054282.15	73	35	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000055044.10	84	77	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000057252.12	44	34	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000057608.16	74	49	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000058729.10	54	47	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000059691.11	31	25	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000060138.12	175	136	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000060688.12	90	88	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000064490.13	108	86	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000064726.9	25	28	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000065135.10	51	54	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000066322.14	94	105	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000067064.10	54	52	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000067082.14	162	211	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000067182.7	36	47	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000068654.15	30	36	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000070081.15	101	78	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000075142.13	69	82	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000075624.13	1813	1996	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000075856.11	25	29	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000075914.12	130	180	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000077312.8	29	40	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000077549.17	68	53	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000080371.5	33	41	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000086232.12	46	46	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000087263.16	51	27	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000088247.17	121	91	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000088832.16	459	429	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000088833.17	48	46	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000088986.10	1130	1014	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000089154.10	41	56	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000090263.15	523	556	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000091136.13	154	146	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000091317.7	43	39	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000091640.7	20	33	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000091986.15	433	325	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000095380.10	54	63	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000100097.11	3514	3606	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000100243.20	56	42	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000100462.15	61	50	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000100528.11	22	34	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000100647.7	39	49	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000100650.15	36	43	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000100906.10	110	97	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000100926.14	34	37	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000100941.8	75	62	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000101166.15	119	77	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000101220.17	77	77	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000101347.8	47	58	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000101745.16	58	47	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000102802.9	93	81	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000103121.8	216	329	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000103507.13	32	28	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000104687.12	38	43	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000104691.14	52	51	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000104714.13	49	27	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000104765.15	111	117	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000104872.10	60	53	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000104889.5	60	67	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000105135.15	43	45	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000105193.8	2882	3560	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000105401.8	185	177	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000105402.7	80	68	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000105640.12	49	4194	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000105825.11	896	934	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000105889.14	150	81	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000105971.14	54	34	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000106049.8	38	35	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000106133.17	43	34	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000106153.12	2384	2634	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000106211.8	1083	1121	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000106605.10	79	101	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000106733.20	24	37	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000107341.4	40	56	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000107438.8	136	92	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000107566.13	31	22	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000107738.19	70	33	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000108384.14	37	39	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000108592.16	46	94	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000108654.13	174	146	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000108819.10	48	37	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000108821.13	69	54	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000108828.15	131	118	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000108829.9	66	64	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000108861.8	41	39	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000108953.16	196	234	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000109065.11	37	25	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000110063.8	63	47	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000110104.11	49	30	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000110801.13	155	112	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000110871.14	190	248	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000111196.9	143	137	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000111252.10	51	53	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000111321.10	57	18	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000111348.8	97	60	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000111371.15	67	80	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000111897.6	57	62	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000112996.10	62	82	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000113068.9	264	186	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000113643.8	46	65	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000113811.10	129	112	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000114354.13	33	26	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000114446.4	54	35	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000114744.8	80	83	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000114850.6	32	31	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000115073.7	25	34	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000115128.6	1686	1303	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000115233.11	191	126	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000115241.10	59	51	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000115446.11	200	132	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000115541.10	99	98	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000115750.16	32	30	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000115944.14	313	215	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000115977.18	69	123	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000116161.17	154	155	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000116221.15	118	62	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000116685.15	29	25	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000116729.13	26	25	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000116752.5	207	169	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000117122.13	296	68	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000117133.10	102	109	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000117298.14	38	32	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000117395.12	186	290	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000117519.15	32	22	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000117523.15	48	60	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000117597.17	56	54	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000117697.14	30	32	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000117748.9	86	61	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000117862.11	226	216	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000118242.15	27	26	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000118246.13	52	39	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000118705.16	1689	1636	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000118816.9	42	39	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000119004.15	31	27	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000119185.12	114	122	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000119537.15	36	30	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000119559.15	40	16	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000119640.8	151	140	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000119688.20	31	24	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000119707.13	37	59	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000120675.5	39	17	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000120802.13	43	70	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000121900.18	63	62	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000122176.10	39	76	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000122705.16	657	589	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000124145.6	150	227	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000124299.13	60	89	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000124784.8	95	85	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000124786.9	46	64	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000124802.11	106	163	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000124942.13	151	207	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000125149.11	59	35	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000125166.12	64	66	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000125818.17	156	214	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000125826.20	181	167	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000126088.13	33	18	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000127540.11	2984	2442	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000127914.16	62	62	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000127954.12	36	42	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000128791.11	34	32	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000130159.13	34	24	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000130312.6	431	462	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000130313.6	117	94	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000130414.11	54	44	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000130489.14	86	151	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000130748.6	49	75	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000130764.9	51	27	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000131023.12	21	36	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000131148.8	95	66	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000131459.12	36	21	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000131669.9	50	54	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000131966.13	20	67	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000132002.7	77	58	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000132205.10	57	14	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000132341.11	27	25	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000132467.3	23	42	Cells - Cultured fibroblasts	FALSE
GTEX-OXRL-0008	ENSG00000132541.10	134	121	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000132676.15	166	156	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000133318.13	46	51	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000133398.3	218	115	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000134046.11	25	28	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000134077.15	43	56	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000134259.3	84	28	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000134440.11	121	161	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000134531.9	29	58	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000134575.9	27	46	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000134748.12	38	38	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000134905.16	253	221	Cells - Cultured fibroblasts	TRUE
GTEX-OXRL-0008	ENSG00000135070.14	37	19	Cells - Cultured fibroblasts	FALSE
